,job_title,department,salary,Join Date
20825,SERGEANT,POLICE,$109278.0,2000-08-13 00:00:00
20826,POLICE OFFICER,POLICE,$86130.0,2000-02-13 00:00:00
20827,CROSSING GUARD,POLICE,$19000.8,2000-10-03 00:00:00
20828,POLICE OFFICER,POLICE,$83706.0,2000-12-01 00:00:00
20829,POLICE OFFICER,POLICE,$75372.0,2000-04-23 00:00:00
20830,POLICE OFFICER,POLICE,$78012.0,2000-04-22 00:00:00
20831,LIBRARIAN I,PUBLIC LIBRARY,$59268.0,2000-06-17 00:00:00
20832,ASST TO THE ALDERMAN,CITY COUNCIL,$50400.0,2000-08-14 00:00:00
20833,POLICE OFFICER,POLICE,$78012.0,2000-04-05 00:00:00
20834,CONSUMER INVESTIGATOR II,BUSINESS AFFAIRS,$69648.0,2000-08-18 00:00:00
20835,TREE TRIMMER,STREETS & SAN,$73008.0,2000-07-12 00:00:00
20836,LIBRARIAN III,PUBLIC LIBRARY,$75768.0,2000-06-20 00:00:00
20837,SANITATION LABORER,STREETS & SAN,$70969.6,2000-07-28 00:00:00
20838,POLICE OFFICER,POLICE,$80724.0,2000-10-11 00:00:00
20839,SERGEANT,POLICE,$109278.0,2000-01-19 00:00:00
20840,POLICE OFFICER,POLICE,$78012.0,2000-12-03 00:00:00
20841,POLICE OFFICER,POLICE,$75372.0,2000-01-06 00:00:00
20842,ELECTRICAL MECHANIC (AUTOMOTIVE),GENERAL SERVICES,$89440.0,2000-05-19 00:00:00
20843,POLICE OFFICER,POLICE,$78012.0,2000-06-22 00:00:00
20844,BUILDING/CONSTRUCTION INSPECTOR,BUILDINGS,$87228.0,2000-04-21 00:00:00
20845,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,$91353.6,2000-05-03 00:00:00
20846,POLICE OFFICER,POLICE,$65016.0,2000-03-02 00:00:00
20847,POLICE OFFICER/EXPLSV DETECT K9 HNDLR,POLICE,$84756.0,2000-06-09 00:00:00
20848,POLICE OFFICER,POLICE,$75372.0,2000-12-12 00:00:00
20849,STAFF ASST TO THE ALDERMAN,CITY COUNCIL,$42396.0,2000-12-07 00:00:00
20850,FIREFIGHTER-EMT,FIRE,$79140.0,2000-10-10 00:00:00
20851,POLICE OFFICER,POLICE,$83706.0,2000-07-06 00:00:00
20852,POLICE OFFICER,POLICE,$83706.0,2000-12-26 00:00:00
20853,FIREFIGHTER,FIRE,$87324.0,2000-11-23 00:00:00
20854,DIR / COMMUNITY LIAISON,HEALTH,$84000.0,2000-10-17 00:00:00
20855,PARAMEDIC FIELD CHIEF,FIRE,$126402.0,2000-02-18 00:00:00
20856,EQUIPMENT DISPATCHER,STREETS & SAN,$71635.2,2000-02-09 00:00:00
20857,MOTOR TRUCK DRIVER,STREETS & SAN,$71468.8,2000-01-19 00:00:00
20858,POLICE OFFICER,POLICE,$75372.0,2000-09-26 00:00:00
20859,INVESTIGATOR - IPRA II,IPRA,$68952.0,2000-12-09 00:00:00
20860,MOTOR TRUCK DRIVER,AVIATION,$70408.0,2000-10-13 00:00:00
20861,POLICE OFFICER,POLICE,$75372.0,2000-05-22 00:00:00
20862,LAW CLERK,LAW,$25152.4,2000-07-20 00:00:00
20863,CAPTAIN,FIRE,$115644.0,2000-12-16 00:00:00
20864,POLICE OFFICER,POLICE,$78012.0,2000-01-01 00:00:00
20865,POLICE OFFICER,POLICE,$43104.0,2000-06-10 00:00:00
20866,DIVISION SUPERINTENDENT,STREETS & SAN,$80904.0,2000-09-28 00:00:00
20867,POLICE OFFICER,POLICE,$80724.0,2000-10-25 00:00:00
20868,POLICE OFFICER,POLICE,$80724.0,2000-08-14 00:00:00
20869,POLICE OFFICER,POLICE,$83706.0,2000-04-06 00:00:00
20870,POLICE OFFICER,POLICE,$71748.0,2000-11-04 00:00:00
20871,POLICE OFFICER,POLICE,$61530.0,2000-03-02 00:00:00
20872,POLICE OFFICER,POLICE,$65016.0,2000-08-01 00:00:00
20873,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$56326.4,2000-08-18 00:00:00
20874,FIREFIGHTER-EMT,FIRE,$79140.0,2000-12-10 00:00:00
20875,FIREFIGHTER-EMT,FIRE,$79140.0,2000-07-27 00:00:00
20876,FIREFIGHTER-EMT,FIRE,$79140.0,2000-08-05 00:00:00
20877,POLICE OFFICER,POLICE,$78012.0,2000-06-01 00:00:00
20878,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,$91353.6,2000-08-08 00:00:00
20879,POLICE OFFICER,POLICE,$75372.0,2000-11-10 00:00:00
20880,SERGEANT,POLICE,$109278.0,2000-07-08 00:00:00
20881,POLICE COMMUNICATIONS OPERATOR II,OEMC,$53628.0,2000-12-22 00:00:00
20882,POLICE OFFICER,POLICE,$71748.0,2000-09-04 00:00:00
20883,CUSTODIAL WORKER,AVIATION,$41059.2,2000-10-20 00:00:00
20884,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-04-14 00:00:00
20885,POLICE OFFICER / FLD TRNG OFFICER,POLICE,$81900.0,2000-12-07 00:00:00
20886,POOL MOTOR TRUCK DRIVER,AVIATION,$70408.0,2000-01-09 00:00:00
20887,FIREFIGHTER-EMT,FIRE,$79140.0,2000-03-23 00:00:00
20888,POLICE OFFICER,POLICE,$65016.0,2000-04-03 00:00:00
20889,GENERAL LABORER - DSS,STREETS & SAN,$41849.6,2000-05-27 00:00:00
20890,POLICE OFFICER (ASSIGNED AS TRAFFIC SPECIALIST),POLICE,$84756.0,2000-08-01 00:00:00
20891,LIBRARY PAGE,PUBLIC LIBRARY,$11627.2,2000-06-27 00:00:00
20892,POLICE OFFICER,POLICE,$65016.0,2000-03-04 00:00:00
20893,POLICE OFFICER,POLICE,$71748.0,2000-03-07 00:00:00
20894,POLICE OFFICER,POLICE,$75372.0,2000-07-28 00:00:00
20895,PARAMEDIC I/C,FIRE,$90540.0,2000-03-12 00:00:00
20896,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,$91353.6,2000-04-08 00:00:00
20897,POLICE OFFICER,POLICE,$75372.0,2000-06-04 00:00:00
20898,ENVIRONMENTAL ENGINEER I,HEALTH,$79212.0,2000-04-23 00:00:00
20899,CIVIL ENGINEER V,BUILDINGS,$108924.0,2000-10-17 00:00:00
20900,MICROBIOLOGIST III,WATER MGMNT,$83640.0,2000-06-04 00:00:00
20901,ASST CORPORATION COUNSEL,LAW,$103788.0,2000-01-04 00:00:00
20902,PRINCIPAL DATA BASE ANALYST,DoIT,$102024.0,2000-02-25 00:00:00
20903,POLICE OFFICER,POLICE,$78012.0,2000-11-21 00:00:00
20904,POLICE OFFICER,POLICE,$80724.0,2000-03-19 00:00:00
20905,LIEUTENANT,POLICE,$122718.0,2000-01-07 00:00:00
20906,POLICE OFFICER,POLICE,$78012.0,2000-08-08 00:00:00
20907,POLICE OFFICER,POLICE,$75372.0,2000-12-08 00:00:00
20908,CUSTODIAL WORKER,AVIATION,$41537.6,2000-04-18 00:00:00
20909,HUMAN RELATIONS INVESTIGATOR II,HUMAN RELATIONS,$83640.0,2000-05-06 00:00:00
20910,POLICE OFFICER,POLICE,$78012.0,2000-08-28 00:00:00
20911,POLICE OFFICER,POLICE,$78012.0,2000-05-27 00:00:00
20912,FIREFIGHTER-EMT,FIRE,$79140.0,2000-07-27 00:00:00
20913,POLICE OFFICER,POLICE,$78012.0,2000-06-01 00:00:00
20914,POLICE OFFICER,POLICE,$68382.0,2000-10-12 00:00:00
20915,POLICE OFFICER,POLICE,$83706.0,2000-09-04 00:00:00
20916,SUPVSR OF COST CONTROL,WATER MGMNT,$73752.0,2000-02-18 00:00:00
20917,LIEUTENANT-PARAMEDIC,FIRE,$107232.0,2000-12-07 00:00:00
20918,POLICE OFFICER,POLICE,$78012.0,2000-09-20 00:00:00
20919,CROSSING GUARD,POLICE,$17316.0,2000-06-12 00:00:00
20920,CLERK III,POLICE,$45828.0,2000-04-27 00:00:00
20921,SERGEANT,POLICE,$105864.0,2000-04-21 00:00:00
20922,PARAMEDIC,FIRE,$71748.0,2000-06-05 00:00:00
20923,SUPVSR OF ACCOUNTING,FAMILY & SUPPORT,$84180.0,2000-02-15 00:00:00
20924,DIRECTOR OF FINANCE,COMMUNITY DEVELOPMENT,$91152.0,2000-01-25 00:00:00
20925,DIR OF ADMINISTRATION,FAMILY & SUPPORT,$92100.0,2000-07-23 00:00:00
20926,CONSTRUCTION LABORER,WATER MGMNT,$76960.0,2000-08-27 00:00:00
20927,FIREFIGHTER-EMT,FIRE,$79140.0,2000-08-17 00:00:00
20928,POLICE OFFICER,POLICE,$80724.0,2000-09-18 00:00:00
20929,POLICE OFFICER,POLICE,$80724.0,2000-12-22 00:00:00
20930,MACHINIST,WATER MGMNT,$91353.6,2000-02-07 00:00:00
20931,FIREFIGHTER,FIRE,$83982.0,2000-12-06 00:00:00
20932,FIREFIGHTER (PER ARBITRATORS AWARD),FIRE,$90540.0,2000-03-08 00:00:00
20933,DISPATCH CLERK,STREETS & SAN,$63456.0,2000-09-25 00:00:00
20934,FIREFIGHTER,FIRE,$78012.0,2000-01-06 00:00:00
20935,LIEUTENANT-EMT,FIRE,$101484.0,2000-08-05 00:00:00
20936,FIREFIGHTER,FIRE,$80724.0,2000-03-07 00:00:00
20937,POLICE OFFICER (ASSIGNED AS CANINE HANDLER),POLICE,$87918.0,2000-08-11 00:00:00
20938,ALDERMANIC AIDE,CITY COUNCIL,$23660.0,2000-09-25 00:00:00
20939,FIREFIGHTER,FIRE,$80724.0,2000-05-06 00:00:00
20940,POLICE OFFICER,POLICE,$80724.0,2000-03-25 00:00:00
20941,OPERATING ENGINEER-GROUP C,AVIATION,$91457.6,2000-10-08 00:00:00
20942,EMERGENCY CREW DISPATCHER,WATER MGMNT,$76960.0,2000-03-01 00:00:00
20943,POLICE OFFICER,POLICE,$80724.0,2000-05-26 00:00:00
20944,PARAMEDIC,FIRE,$83982.0,2000-08-09 00:00:00
20945,POLICE OFFICER,POLICE,$78012.0,2000-09-25 00:00:00
20946,POLICE OFFICER,POLICE,$78012.0,2000-12-27 00:00:00
20947,SERGEANT,POLICE,$109278.0,2000-06-26 00:00:00
20948,STAFF ASST,INSPECTOR GEN,$61620.0,2000-01-16 00:00:00
20949,FIREFIGHTER,FIRE,$80724.0,2000-05-15 00:00:00
20950,HOISTING ENGINEER,WATER MGMNT,$95888.0,2000-05-17 00:00:00
20951,POLICE OFFICER,POLICE,$75372.0,2000-06-20 00:00:00
20952,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$93192.0,2000-05-11 00:00:00
20953,POLICE OFFICER,POLICE,$83706.0,2000-05-16 00:00:00
20954,CONSTRUCTION LABORER,WATER MGMNT,$76960.0,2000-04-14 00:00:00
20955,DEPUTY PROCUREMENT OFFICER/CONTR COMPLIANCE,PROCUREMENT,$113880.0,2000-07-26 00:00:00
20956,POLICE OFFICER,POLICE,$80724.0,2000-04-05 00:00:00
20957,FIREFIGHTER-EMT,FIRE,$84762.0,2000-09-24 00:00:00
20958,OPERATING ENGINEER-GROUP A,WATER MGMNT,$96262.4,2000-07-24 00:00:00
20959,HOISTING ENGINEER,STREETS & SAN,$95888.0,2000-11-08 00:00:00
20960,POLICE OFFICER,POLICE,$83706.0,2000-02-02 00:00:00
20961,CONCRETE LABORER,TRANSPORTN,$76960.0,2000-03-14 00:00:00
20962,POLICE OFFICER,POLICE,$83706.0,2000-03-28 00:00:00
20963,LIEUTENANT,FIRE,$102978.0,2000-09-22 00:00:00
20964,POLICE OFFICER,POLICE,$78012.0,2000-08-27 00:00:00
20965,MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-12-14 00:00:00
20966,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$87372.0,2000-08-20 00:00:00
20967,POLICE OFFICER,POLICE,$78012.0,2000-05-03 00:00:00
20968,POLICE OFFICER,POLICE,$75372.0,2000-12-22 00:00:00
20969,PLUMBING INSPECTOR,WATER MGMNT,$98028.0,2000-10-17 00:00:00
20970,LIEUTENANT,POLICE,$122718.0,2000-02-02 00:00:00
20971,POLICE OFFICER,POLICE,$78012.0,2000-11-05 00:00:00
20972,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$84396.0,2000-06-17 00:00:00
20973,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$87372.0,2000-05-22 00:00:00
20974,FIREFIGHTER,FIRE,$83982.0,2000-04-12 00:00:00
20975,POLICE OFFICER,POLICE,$78012.0,2000-02-09 00:00:00
20976,POLICE OFFICER,POLICE,$80724.0,2000-06-18 00:00:00
20977,MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-11-18 00:00:00
20978,FIREFIGHTER,FIRE,$87324.0,2000-09-15 00:00:00
20979,ASST CORPORATION COUNSEL,LAW,$57192.0,2000-02-11 00:00:00
20980,POLICE OFFICER,POLICE,$65016.0,2000-07-15 00:00:00
20981,POLICE OFFICER,POLICE,$78012.0,2000-03-18 00:00:00
20982,POLICE OFFICER,POLICE,$83706.0,2000-08-26 00:00:00
20983,POLICE OFFICER,POLICE,$86130.0,2000-06-19 00:00:00
20984,FIRE ENGINEER-EMT,FIRE,$91740.0,2000-11-26 00:00:00
20985,POLICE OFFICER,POLICE,$80724.0,2000-09-03 00:00:00
20986,HOISTING ENGINEER,WATER MGMNT,$95888.0,2000-05-11 00:00:00
20987,POLICE OFFICER,POLICE,$86130.0,2000-09-09 00:00:00
20988,LIEUTENANT,POLICE,$115566.0,2000-10-21 00:00:00
20989,POLICE OFFICER,POLICE,$80724.0,2000-08-01 00:00:00
20990,POLICE OFFICER,POLICE,$80724.0,2000-02-24 00:00:00
20991,WATCHMAN,WATER MGMNT,$43097.6,2000-05-15 00:00:00
20992,POLICE OFFICER,POLICE,$80724.0,2000-09-28 00:00:00
20993,POLICE OFFICER,POLICE,$43104.0,2000-03-09 00:00:00
20994,POLICE OFFICER,POLICE,$75372.0,2000-06-08 00:00:00
20995,POLICE OFFICER,POLICE,$75372.0,2000-09-15 00:00:00
20996,POLICE OFFICER,POLICE,$71748.0,2000-08-25 00:00:00
20997,FIREFIGHTER-EMT,FIRE,$79140.0,2000-09-22 00:00:00
20998,SERGEANT,POLICE,$105864.0,2000-03-27 00:00:00
20999,POLICE OFFICER,POLICE,$43104.0,2000-03-01 00:00:00
21000,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-01-20 00:00:00
21001,CONSTRUCTION LABORER,WATER MGMNT,$76960.0,2000-10-22 00:00:00
21002,ACCOUNTING TECHNICIAN II,TRANSPORTN,$63456.0,2000-10-22 00:00:00
21003,CROSSING GUARD,POLICE,$21912.8,2000-08-11 00:00:00
21004,PROJECTS ADMINISTRATOR,GENERAL SERVICES,$99108.0,2000-01-24 00:00:00
21005,ASPHALT LABORER,TRANSPORTN,$76960.0,2000-02-25 00:00:00
21006,GENERAL LABORER - DSS,STREETS & SAN,$40560.0,2000-09-04 00:00:00
21007,POLICE OFFICER,POLICE,$75372.0,2000-12-01 00:00:00
21008,POLICE OFFICER,POLICE,$78012.0,2000-02-06 00:00:00
21009,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-01-14 00:00:00
21010,LIEUTENANT-EMT,FIRE,$101484.0,2000-09-09 00:00:00
21011,FOREMAN OF CEMENT FINISHERS,TRANSPORTN,$92248.0,2000-02-07 00:00:00
21012,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-01-26 00:00:00
21013,DATA ENTRY OPERATOR,POLICE,$45828.0,2000-08-13 00:00:00
21014,POLICE OFFICER,POLICE,$65016.0,2000-03-21 00:00:00
21015,SENIOR LANDSCAPE ARCHITECT,COMMUNITY DEVELOPMENT,$83640.0,2000-12-24 00:00:00
21016,POLICE OFFICER,POLICE,$75372.0,2000-01-28 00:00:00
21017,GRAPHIC ARTIST III,CULTURAL AFFAIRS,$80256.0,2000-10-04 00:00:00
21018,POLICE OFFICER,POLICE,$78012.0,2000-05-01 00:00:00
21019,FRM OF MACHINISTS - AUTOMOTIVE,GENERAL SERVICES,$96553.6,2000-05-14 00:00:00
21020,CAPTAIN-EMT,FIRE,$121428.0,2000-09-05 00:00:00
21021,ASST DEPUTY CHIEF PARAMEDIC,FIRE,$148914.0,2000-03-16 00:00:00
21022,ASST ADMINISTRATIVE SECRETARY III,MAYOR'S OFFICE,$60000.0,2000-10-23 00:00:00
21023,SUPVSR OF PERSONNEL ADMINISTRATION,POLICE,$106884.0,2000-02-03 00:00:00
21024,FIRE ENGINEER-EMT,FIRE,$91740.0,2000-01-23 00:00:00
21025,FIREFIGHTER-EMT,FIRE,$79140.0,2000-09-09 00:00:00
21026,FIREFIGHTER/PARAMEDIC,FIRE,$83856.0,2000-08-08 00:00:00
21027,PARAMEDIC I/C,FIRE,$87372.0,2000-05-08 00:00:00
21028,POLICE OFFICER,POLICE,$83706.0,2000-02-08 00:00:00
21029,LIEUTENANT,FIRE,$93708.0,2000-03-01 00:00:00
21030,POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),POLICE,$81900.0,2000-04-08 00:00:00
21031,ASST TO THE COMMISSIONER,STREETS & SAN,$80916.0,2000-04-04 00:00:00
21032,FIREFIGHTER,FIRE,$87324.0,2000-04-17 00:00:00
21033,FOREMAN OF SEWER BRICKLAYERS,WATER MGMNT,$95139.2,2000-04-10 00:00:00
21034,MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-04-12 00:00:00
21035,POLICE OFFICER,POLICE,$78012.0,2000-10-09 00:00:00
21036,OPERATING ENGINEER-GROUP A,AVIATION,$96262.4,2000-08-12 00:00:00
21037,SERGEANT,POLICE,$105864.0,2000-11-20 00:00:00
21038,POLICE OFFICER,POLICE,$78012.0,2000-10-01 00:00:00
21039,POLICE OFFICER,POLICE,$80724.0,2000-10-02 00:00:00
21040,FIRE COMMUNICATIONS OPERATOR I,OEMC,$64384.08,2000-10-22 00:00:00
21041,SERGEANT,POLICE,$99444.0,2000-03-28 00:00:00
21042,POLICE OFFICER,POLICE,$80724.0,2000-10-11 00:00:00
21043,SERGEANT,POLICE,$99444.0,2000-02-09 00:00:00
21044,GARAGE ATTENDANT,GENERAL SERVICES,$45676.8,2000-09-12 00:00:00
21045,SERGEANT,POLICE,$109278.0,2000-12-25 00:00:00
21046,POLICE OFFICER,POLICE,$83706.0,2000-09-24 00:00:00
21047,FIREFIGHTER,FIRE,$75372.0,2000-11-19 00:00:00
21048,AIRPORT OPERATIONS SUPVSR I,AVIATION,$75888.0,2000-09-02 00:00:00
21049,STAFF ASST,STREETS & SAN,$61620.0,2000-08-17 00:00:00
21050,POLICE OFFICER,POLICE,$80724.0,2000-11-04 00:00:00
21051,MANAGING DEPUTY COMMISSIONER,AVIATION,$130380.0,2000-11-11 00:00:00
21052,WATER METER MACHINIST,WATER MGMNT,$78000.0,2000-02-08 00:00:00
21053,LIEUTENANT-EMT,FIRE,$101484.0,2000-07-03 00:00:00
21054,SERGEANT,POLICE,$102564.0,2000-06-17 00:00:00
21055,ALDERMAN,CITY COUNCIL,$108085.92,2000-02-02 00:00:00
21056,AUDIO-VISUAL SPECIALIST,PUBLIC LIBRARY,$69648.0,2000-08-10 00:00:00
21057,MACHINIST,OEMC,$91353.6,2000-08-10 00:00:00
21058,POLICE OFFICER,POLICE,$75372.0,2000-11-01 00:00:00
21059,LIBRARIAN I,PUBLIC LIBRARY,$69300.0,2000-02-19 00:00:00
21060,POLICE OFFICER,POLICE,$83706.0,2000-01-23 00:00:00
21061,SERGEANT,POLICE,$105864.0,2000-08-11 00:00:00
21062,POLICE OFFICER,POLICE,$78012.0,2000-11-04 00:00:00
21063,ALDERMAN,CITY COUNCIL,$114996.0,2000-08-01 00:00:00
21064,SUPERVISING SANITARIAN,HEALTH,$88812.0,2000-10-16 00:00:00
21065,FIRE ENGINEER,FIRE,$87372.0,2000-03-16 00:00:00
21066,POLICE OFFICER,POLICE,$80724.0,2000-11-04 00:00:00
21067,POLICE OFFICER,POLICE,$75372.0,2000-07-18 00:00:00
21068,ELECTRICAL MECHANIC,OEMC,$89440.0,2000-09-03 00:00:00
21069,SERGEANT,POLICE,$109278.0,2000-10-22 00:00:00
21070,ADMINISTRATIVE SERVICES OFFICER II,STREETS & SAN,$78420.0,2000-10-05 00:00:00
21071,LIEUTENANT-EMT,FIRE,$98394.0,2000-07-24 00:00:00
21072,POLICE OFFICER,POLICE,$78012.0,2000-05-08 00:00:00
21073,POLICE OFFICER,POLICE,$86130.0,2000-01-04 00:00:00
21074,MOTOR TRUCK DRIVER,TRANSPORTN,$70408.0,2000-05-01 00:00:00
21075,ELECTRICAL MECHANIC,AVIATION,$89440.0,2000-04-05 00:00:00
21076,LABORER,AVIATION,$65249.6,2000-07-24 00:00:00
21077,POLICE OFFICER,POLICE,$78012.0,2000-01-16 00:00:00
21078,POLICE OFFICER,POLICE,$78012.0,2000-01-03 00:00:00
21079,POLICE OFFICER,POLICE,$78012.0,2000-06-14 00:00:00
21080,WATER CHEMIST II,WATER MGMNT,$76524.0,2000-05-03 00:00:00
21081,LIBRARIAN II,PUBLIC LIBRARY,$76524.0,2000-08-24 00:00:00
21082,POLICE OFFICER,POLICE,$83706.0,2000-09-18 00:00:00
21083,COORD OF WAREHOUSE OPERATIONS,AVIATION,$69684.0,2000-10-19 00:00:00
21084,FIREFIGHTER-EMT,FIRE,$79140.0,2000-09-06 00:00:00
21085,LINEMAN,TRANSPORTN,$93288.0,2000-04-10 00:00:00
21086,POLICE OFFICER,POLICE,$80724.0,2000-09-04 00:00:00
21087,SERGEANT,POLICE,$105864.0,2000-02-18 00:00:00
21088,SUPERVISING FIRE COMMUNICATIONS OPERATOR,OEMC,$103688.04,2000-04-27 00:00:00
21089,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$87372.0,2000-01-27 00:00:00
21090,MANAGING DEPUTY COMMISSIONER,AVIATION,$134340.0,2000-02-02 00:00:00
21091,OPERATING ENGINEER-GROUP A,WATER MGMNT,$96262.4,2000-12-03 00:00:00
21092,STAFF ASST,GENERAL SERVICES,$64548.0,2000-01-01 00:00:00
21093,BATTALION CHIEF,FIRE,$126402.0,2000-08-28 00:00:00
21094,COMMANDER,POLICE,$154932.0,2000-02-21 00:00:00
21095,FIREFIGHTER,FIRE,$80724.0,2000-04-03 00:00:00
21096,BATTALION CHIEF - EMT,FIRE,$132720.0,2000-01-11 00:00:00
21097,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$93192.0,2000-03-25 00:00:00
21098,POLICE OFFICER,POLICE,$86130.0,2000-09-15 00:00:00
21099,POLICE OFFICER,POLICE,$83706.0,2000-05-24 00:00:00
21100,SERGEANT,POLICE,$105864.0,2000-03-18 00:00:00
21101,POLICE OFFICER,POLICE,$61530.0,2000-10-28 00:00:00
21102,DETENTION AIDE,POLICE,$46656.0,2000-04-05 00:00:00
21103,FIREFIGHTER/PARAMEDIC,FIRE,$77136.0,2000-04-12 00:00:00
21104,POLICE OFFICER,POLICE,$80724.0,2000-03-24 00:00:00
21105,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$93192.0,2000-12-27 00:00:00
21106,SERGEANT,POLICE,$102564.0,2000-11-11 00:00:00
21107,STEAMFITTER,WATER MGMNT,$95680.0,2000-04-15 00:00:00
21108,SERGEANT,POLICE,$105864.0,2000-04-19 00:00:00
21109,FIREFIGHTER,FIRE,$75372.0,2000-10-06 00:00:00
21110,CAPTAIN-EMT,FIRE,$121428.0,2000-04-04 00:00:00
21111,FIREFIGHTER,FIRE,$78012.0,2000-02-11 00:00:00
21112,SUPRVNG BUILDING/CONTRUCT INSPECTOR,BUILDINGS,$115224.0,2000-08-22 00:00:00
21113,FIREFIGHTER-EMT,FIRE,$81906.0,2000-08-04 00:00:00
21114,FIRE ENGINEER-EMT,FIRE,$91740.0,2000-03-06 00:00:00
21115,POLICE OFFICER,POLICE,$75372.0,2000-01-03 00:00:00
21116,SERGEANT,POLICE,$102564.0,2000-01-24 00:00:00
21117,POLICE OFFICER,POLICE,$80724.0,2000-11-08 00:00:00
21118,OPERATING ENGINEER-GROUP C,WATER MGMNT,$91457.6,2000-10-01 00:00:00
21119,FIREFIGHTER (PER ARBITRATORS AWARD)-PARAMEDIC,FIRE,$90738.0,2000-02-24 00:00:00
21120,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$93192.0,2000-04-18 00:00:00
21121,HOISTING ENGINEER,WATER MGMNT,$95888.0,2000-08-13 00:00:00
21122,POLICE OFFICER,POLICE,$80724.0,2000-11-22 00:00:00
21123,BATTALION CHIEF - EMT,FIRE,$132720.0,2000-02-01 00:00:00
21124,FIREFIGHTER-EMT,FIRE,$79140.0,2000-06-08 00:00:00
21125,POLICE OFFICER,POLICE,$78012.0,2000-04-12 00:00:00
21126,SERGEANT,POLICE,$105864.0,2000-07-12 00:00:00
21127,POLICE OFFICER,POLICE,$78012.0,2000-01-07 00:00:00
21128,POLICE OFFICER,POLICE,$43104.0,2000-09-06 00:00:00
21129,LIBRARY PAGE,PUBLIC LIBRARY,$11627.2,2000-08-02 00:00:00
21130,PARAMEDIC,FIRE,$75372.0,2000-07-19 00:00:00
21131,CONSTRUCTION LABORER,WATER MGMNT,$76960.0,2000-04-25 00:00:00
21132,POLICE OFFICER,POLICE,$86130.0,2000-08-26 00:00:00
21133,SENIOR COMPANION,FAMILY & SUPPORT,$2756.0,2000-06-20 00:00:00
21134,GENERAL LABORER - DSS,STREETS & SAN,$41849.6,2000-10-05 00:00:00
21135,POLICE OFFICER,POLICE,$80724.0,2000-02-19 00:00:00
21136,DISPATCHER - ASPHALT,TRANSPORTN,$76960.0,2000-09-04 00:00:00
21137,FIREFIGHTER-EMT,FIRE,$81906.0,2000-01-01 00:00:00
21138,FIRE ENGINEER,FIRE,$90540.0,2000-03-21 00:00:00
21139,POLICE OFFICER,POLICE,$80724.0,2000-04-28 00:00:00
21140,SERGEANT,POLICE,$102564.0,2000-11-11 00:00:00
21141,SERGEANT,POLICE,$105864.0,2000-05-15 00:00:00
21142,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$90540.0,2000-10-23 00:00:00
21143,SERGEANT,POLICE,$109278.0,2000-03-08 00:00:00
21144,FIREFIGHTER-EMT,FIRE,$81906.0,2000-09-07 00:00:00
21145,FIRE ENGINEER-EMT,FIRE,$95076.0,2000-09-07 00:00:00
21146,POLICE OFFICER,POLICE,$80724.0,2000-09-25 00:00:00
21147,OPERATING ENGINEER-GROUP A,WATER MGMNT,$96262.4,2000-02-04 00:00:00
21148,FIREFIGHTER-EMT,FIRE,$81906.0,2000-09-01 00:00:00
21149,FIREFIGHTER,FIRE,$80724.0,2000-06-02 00:00:00
21150,POLICE OFFICER,POLICE,$43104.0,2000-07-27 00:00:00
21151,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$90540.0,2000-05-03 00:00:00
21152,FIREFIGHTER-EMT,FIRE,$84762.0,2000-08-16 00:00:00
21153,FIREFIGHTER,FIRE,$50490.0,2000-04-02 00:00:00
21154,POLICE OFFICER,POLICE,$80724.0,2000-12-02 00:00:00
21155,FIREFIGHTER,FIRE,$80724.0,2000-05-16 00:00:00
21156,POLICE OFFICER,POLICE,$83706.0,2000-06-07 00:00:00
21157,POLICE OFFICER,POLICE,$83706.0,2000-01-22 00:00:00
21158,CONSTRUCTION COORD,AVIATION,$97416.0,2000-02-06 00:00:00
21159,POLICE OFFICER,POLICE,$75372.0,2000-05-04 00:00:00
21160,POLICE OFFICER,POLICE,$78012.0,2000-07-27 00:00:00
21161,POLICE OFFICER,POLICE,$75372.0,2000-11-08 00:00:00
21162,SANITATION LABORER,STREETS & SAN,$70969.6,2000-10-26 00:00:00
